#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21C03: Longmire (Disc), WA
#	SNOW COURSE/AERIAL MARKER 21A10: Schreibers Meadow, WA
#	SNOTEL 791: Stevens Pass, WA
#	SNOW COURSE/AERIAL MARKER 21B08: Tunnel Avenue, WA
#	SNOTEL 909: Wells Creek, WA
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Depth               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent    Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Air Temperature Maximum  Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum  Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 22, 2022 11:37:03 PM GMT-08:00
#
Date,Station Id,Station Name,Elevation (ft),Latitude,Longitude,Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF)
1997-05-28,791,Stevens Pass,3950,47.74607,-121.09288,,39.1,56,38
1997-05-29,791,Stevens Pass,3950,47.74607,-121.09288,,38.2,54,39
1997-05-30,791,Stevens Pass,3950,47.74607,-121.09288,,37.0,48,38
1997-05-31,791,Stevens Pass,3950,47.74607,-121.09288,,35.7,56,39
1997-06-01,791,Stevens Pass,3950,47.74607,-121.09288,,34.4,48,36
1997-06-02,791,Stevens Pass,3950,47.74607,-121.09288,,32.7,62,35
1997-06-03,791,Stevens Pass,3950,47.74607,-121.09288,,31.4,49,38
1997-06-04,791,Stevens Pass,3950,47.74607,-121.09288,,29.7,53,36
1997-06-05,791,Stevens Pass,3950,47.74607,-121.09288,,28.0,54,35
1997-06-06,791,Stevens Pass,3950,47.74607,-121.09288,,26.9,62,33
1997-06-07,791,Stevens Pass,3950,47.74607,-121.09288,,25.3,53,36
1997-06-08,791,Stevens Pass,3950,47.74607,-121.09288,,23.7,59,36
1997-06-09,791,Stevens Pass,3950,47.74607,-121.09288,,22.1,69,35
1997-06-10,791,Stevens Pass,3950,47.74607,-121.09288,,19.9,73,41
1997-06-11,791,Stevens Pass,3950,47.74607,-121.09288,,17.8,61,39
1997-06-12,791,Stevens Pass,3950,47.74607,-121.09288,,16.2,45,37
1997-06-13,791,Stevens Pass,3950,47.74607,-121.09288,,15.2,50,37
1997-06-14,791,Stevens Pass,3950,47.74607,-121.09288,,14.2,66,40
1997-06-15,791,Stevens Pass,3950,47.74607,-121.09288,,12.0,68,42
1997-06-16,791,Stevens Pass,3950,47.74607,-121.09288,,9.1,57,41
1997-06-17,791,Stevens Pass,3950,47.74607,-121.09288,,7.6,57,43
1997-06-18,791,Stevens Pass,3950,47.74607,-121.09288,,6.3,47,37
1997-06-19,791,Stevens Pass,3950,47.74607,-121.09288,,5.3,46,35
1997-06-20,791,Stevens Pass,3950,47.74607,-121.09288,,4.6,57,33
1997-06-21,791,Stevens Pass,3950,47.74607,-121.09288,,3.2,49,35
1997-06-22,791,Stevens Pass,3950,47.74607,-121.09288,,3.0,50,35
1997-06-23,791,Stevens Pass,3950,47.74607,-121.09288,,3.0,44,36
1997-06-24,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,60,37
1997-06-25,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,61,40
1997-06-26,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,52,37
1997-06-27,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,56,38
1997-06-28,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,38
1997-06-29,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,51,38
1997-06-30,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,40
1997-07-01,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,51,41
1997-07-02,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,63,40
1997-07-03,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,74,40
1997-07-04,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,78,47
1997-07-05,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,65,46
1997-07-06,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,58,45
1997-07-07,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,62,42
1997-07-08,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,55,46
1997-07-09,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,53,39
1997-07-10,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,46,39
1997-07-11,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,50,41
1997-07-12,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,43
1997-07-13,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,41
1997-07-14,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,47
1997-07-15,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,65,46
1997-07-16,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,73,45
1997-07-17,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,64,47
1997-07-18,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,69,46
1997-07-19,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,82,45
1997-07-20,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,85,54
1997-07-21,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,60,47
1997-07-22,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,62,45
1997-07-23,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,44
1997-07-24,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,66,40
1997-07-25,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,40
1997-07-26,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,70,41
1997-07-27,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,78,47
1997-07-28,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,82,49
1997-07-29,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,63,48
1997-07-30,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,68,44
1997-07-31,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,45
1997-08-01,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,76,45
1997-08-02,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,73,46
1997-08-03,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,83,49
1997-08-04,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,81,49
1997-08-05,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,82,50
1997-08-06,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,84,54
1997-08-07,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,68,48
1997-08-08,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,69,41
1997-08-09,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,72,46
1997-08-10,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,80,48
1997-08-11,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,81,51
1997-08-12,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,81,52
1997-08-13,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,75,53
1997-08-14,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,75,50
1997-08-15,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,47
1997-08-16,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,48
1997-08-17,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,77,49
1997-08-18,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,46
1997-08-19,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,78,44
1997-08-20,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,51
1997-08-21,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,70,44
1997-08-22,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,83,45
1997-08-23,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,66,45
1997-08-24,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,53,45
1997-08-25,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,59,46
1997-08-26,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,63,45
1997-08-27,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,56,43
1997-08-28,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,59,44
1997-08-29,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,64,46
1997-08-30,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,71,44
1997-08-31,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,72,46
1997-09-01,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,77,48
1997-09-02,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,72,47
1997-09-03,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,55,45
1997-09-04,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,69,41
1997-09-05,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,61,44
1997-09-06,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,64,38
1997-09-07,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,74,42
1997-09-08,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,76,45
1997-09-09,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,79,49
1997-09-10,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,69,52
1997-09-11,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,52,42
1997-09-12,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,49,37
1997-09-13,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,56,35
1997-09-14,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,56,44
1997-09-15,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,48,40
1997-09-16,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,49,40
1997-09-17,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,45,35
1997-09-18,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,49,37
1997-09-19,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,62,36
1997-09-20,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,67,38
1997-09-21,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,73,44
1997-09-22,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,75,46
1997-09-23,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,75,47
1997-09-24,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,72,48
1997-09-25,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,72,49
1997-09-26,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,49,36
1997-09-27,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,48,40
1997-09-28,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,41
1997-09-29,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,63,38
1997-09-30,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,53,46
1997-10-01,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,37
1997-10-02,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,36
1997-10-03,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,33
1997-10-04,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,41,37
1997-10-05,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,29
1997-10-06,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,29
1997-10-07,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,41,30
1997-10-08,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,33,29
1997-10-09,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,36,32
1997-10-10,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,31
1997-10-11,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,34,29
1997-10-12,791,Stevens Pass,3950,47.74607,-121.09288,,0.2,38,29
1997-10-13,791,Stevens Pass,3950,47.74607,-121.09288,,0.3,45,35
1997-10-14,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,51,34
1997-10-15,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,58,39
1997-10-16,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,68,40
1997-10-17,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,46,36
1997-10-18,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,48,30
1997-10-19,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,29
1997-10-20,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,54,30
1997-10-21,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,58,32
1997-10-22,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,31
1997-10-23,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,36,30
1997-10-24,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,26
1997-10-25,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,47,30
1997-10-26,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,41,34
1997-10-27,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,40,31
1997-10-28,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,40,31
1997-10-29,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,38,31
1997-10-30,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,47,32
1997-10-31,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,38,31
1997-11-01,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,45,32
1997-11-02,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,31
1997-11-03,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,34
1997-11-04,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,48,33
1997-11-05,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,34
1997-11-06,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,37
1997-11-07,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,36
1997-11-08,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,33
1997-11-09,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,32
1997-11-10,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,43,29
1997-11-11,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,46,27
1997-11-12,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,25
1997-11-13,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,42,24
1997-11-14,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,44,26
1997-11-15,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,40,25
1997-11-16,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,38,26
1997-11-17,791,Stevens Pass,3950,47.74607,-121.09288,,0.0,34,27
1997-11-18,791,Stevens Pass,3950,47.74607,-121.09288,,1.3,40,29
1997-11-19,791,Stevens Pass,3950,47.74607,-121.09288,,1.5,30,28
1997-11-20,791,Stevens Pass,3950,47.74607,-121.09288,,1.9,34,28
1997-11-21,791,Stevens Pass,3950,47.74607,-121.09288,,3.3,35,23
1997-11-22,791,Stevens Pass,3950,47.74607,-121.09288,,3.3,30,25
1997-11-23,791,Stevens Pass,3950,47.74607,-121.09288,,3.6,31,29
1997-11-24,791,Stevens Pass,3950,47.74607,-121.09288,,4.1,33,25
1997-11-25,791,Stevens Pass,3950,47.74607,-121.09288,,4.5,33,27
1997-11-26,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,33,24
1997-11-27,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,36,25
1997-11-28,791,Stevens Pass,3950,47.74607,-121.09288,,4.9,35,29
1997-11-29,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,34,29
1997-11-30,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,33,28
1997-12-01,791,Stevens Pass,3950,47.74607,-121.09288,,5.0,35,22
1997-12-02,791,Stevens Pass,3950,47.74607,-121.09288,,5.0,29,26
1997-12-03,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,32,23
1997-12-04,791,Stevens Pass,3950,47.74607,-121.09288,,4.6,28,23
1997-12-05,791,Stevens Pass,3950,47.74607,-121.09288,,4.6,30,21
1997-12-06,791,Stevens Pass,3950,47.74607,-121.09288,,4.5,31,19
1997-12-07,791,Stevens Pass,3950,47.74607,-121.09288,,4.8,29,22
1997-12-08,791,Stevens Pass,3950,47.74607,-121.09288,,5.0,31,24
1997-12-09,791,Stevens Pass,3950,47.74607,-121.09288,,5.5,31,21
1997-12-10,791,Stevens Pass,3950,47.74607,-121.09288,,5.8,35,25
1997-12-11,791,Stevens Pass,3950,47.74607,-121.09288,,6.0,26,21
1997-12-12,791,Stevens Pass,3950,47.74607,-121.09288,,6.0,21,20
1997-12-13,791,Stevens Pass,3950,47.74607,-121.09288,,6.0,22,19
1997-12-14,791,Stevens Pass,3950,47.74607,-121.09288,,6.2,32,21
1997-12-15,791,Stevens Pass,3950,47.74607,-121.09288,,6.5,29,24
1997-12-16,791,Stevens Pass,3950,47.74607,-121.09288,,6.9,32,24
1997-12-17,791,Stevens Pass,3950,47.74607,-121.09288,,8.6,31,25
1997-12-18,791,Stevens Pass,3950,47.74607,-121.09288,,9.4,29,19
1997-12-19,791,Stevens Pass,3950,47.74607,-121.09288,,9.7,26,22
1997-12-20,791,Stevens Pass,3950,47.74607,-121.09288,,10.0,28,22
1997-12-21,791,Stevens Pass,3950,47.74607,-121.09288,,10.2,26,14
1997-12-22,791,Stevens Pass,3950,47.74607,-121.09288,,10.7,28,15
1997-12-23,791,Stevens Pass,3950,47.74607,-121.09288,,10.7,31,22
1997-12-24,791,Stevens Pass,3950,47.74607,-121.09288,,11.0,34,18
1997-12-25,791,Stevens Pass,3950,47.74607,-121.09288,,11.2,38,17
1997-12-26,791,Stevens Pass,3950,47.74607,-121.09288,,11.3,30,14
1997-12-27,791,Stevens Pass,3950,47.74607,-121.09288,,11.5,30,25
1997-12-28,791,Stevens Pass,3950,47.74607,-121.09288,,11.9,40,27
1997-12-29,791,Stevens Pass,3950,47.74607,-121.09288,,12.5,39,33
1997-12-30,791,Stevens Pass,3950,47.74607,-121.09288,,12.2,45,29
1997-12-31,791,Stevens Pass,3950,47.74607,-121.09288,,12.2,46,26
1998-01-01,791,Stevens Pass,3950,47.74607,-121.09288,,12.2,36,22
1998-01-02,791,Stevens Pass,3950,47.74607,-121.09288,,12.6,28,16
1998-01-03,791,Stevens Pass,3950,47.74607,-121.09288,,12.6,20,15
1998-01-04,791,Stevens Pass,3950,47.74607,-121.09288,,13.1,28,19
1998-01-05,791,Stevens Pass,3950,47.74607,-121.09288,,13.1,28,22
1998-01-06,791,Stevens Pass,3950,47.74607,-121.09288,,15.3,31,28
1998-01-07,791,Stevens Pass,3950,47.74607,-121.09288,,16.6,29,23
1998-01-08,791,Stevens Pass,3950,47.74607,-121.09288,,17.5,23,10
1998-01-09,791,Stevens Pass,3950,47.74607,-121.09288,,17.5,16,11
1998-01-10,791,Stevens Pass,3950,47.74607,-121.09288,,17.5,15,2
1998-01-11,791,Stevens Pass,3950,47.74607,-121.09288,,17.5,8,1
1998-01-12,791,Stevens Pass,3950,47.74607,-121.09288,,17.6,5,1
1998-01-13,791,Stevens Pass,3950,47.74607,-121.09288,,18.4,33,2
1998-01-14,791,Stevens Pass,3950,47.74607,-121.09288,,19.1,30,9
1998-01-15,791,Stevens Pass,3950,47.74607,-121.09288,,21.1,31,22
1998-01-16,791,Stevens Pass,3950,47.74607,-121.09288,,21.8,33,25
1998-01-17,791,Stevens Pass,3950,47.74607,-121.09288,,22.6,33,24
1998-01-18,791,Stevens Pass,3950,47.74607,-121.09288,,23.9,33,31
1998-01-19,791,Stevens Pass,3950,47.74607,-121.09288,,24.1,34,28
1998-01-20,791,Stevens Pass,3950,47.74607,-121.09288,,24.2,35,26
1998-01-21,791,Stevens Pass,3950,47.74607,-121.09288,,24.2,28,22
1998-01-22,791,Stevens Pass,3950,47.74607,-121.09288,,24.3,34,24
1998-01-23,791,Stevens Pass,3950,47.74607,-121.09288,,24.6,32,24
1998-01-24,791,Stevens Pass,3950,47.74607,-121.09288,,25.5,32,30
1998-01-25,791,Stevens Pass,3950,47.74607,-121.09288,,26.2,33,26
1998-01-26,791,Stevens Pass,3950,47.74607,-121.09288,,26.8,39,29
1998-01-27,791,Stevens Pass,3950,47.74607,-121.09288,,27.1,36,27
1998-01-28,791,Stevens Pass,3950,47.74607,-121.09288,,27.3,33,28
1998-01-29,791,Stevens Pass,3950,47.74607,-121.09288,,27.6,35,30
1998-01-30,791,Stevens Pass,3950,47.74607,-121.09288,,27.2,39,26
1998-01-31,791,Stevens Pass,3950,47.74607,-121.09288,,27.5,33,27
1998-02-01,791,Stevens Pass,3950,47.74607,-121.09288,,27.7,36,28
1998-02-02,791,Stevens Pass,3950,47.74607,-121.09288,,27.7,32,27
1998-02-03,791,Stevens Pass,3950,47.74607,-121.09288,,28.0,34,30
1998-02-04,791,Stevens Pass,3950,47.74607,-121.09288,,28.0,38,33
1998-02-05,791,Stevens Pass,3950,47.74607,-121.09288,,27.8,37,31
1998-02-06,791,Stevens Pass,3950,47.74607,-121.09288,,27.8,34,32
1998-02-07,791,Stevens Pass,3950,47.74607,-121.09288,,27.8,39,28
1998-02-08,791,Stevens Pass,3950,47.74607,-121.09288,,27.8,38,30
1998-02-09,791,Stevens Pass,3950,47.74607,-121.09288,,27.6,33,21
1998-02-10,791,Stevens Pass,3950,47.74607,-121.09288,,27.9,30,24
1998-02-11,791,Stevens Pass,3950,47.74607,-121.09288,,28.1,32,25
1998-02-12,791,Stevens Pass,3950,47.74607,-121.09288,,28.6,31,28
1998-02-13,791,Stevens Pass,3950,47.74607,-121.09288,,29.6,35,28
1998-02-14,791,Stevens Pass,3950,47.74607,-121.09288,,30.4,31,27
1998-02-15,791,Stevens Pass,3950,47.74607,-121.09288,,30.5,35,22
1998-02-16,791,Stevens Pass,3950,47.74607,-121.09288,,30.6,31,20
1998-02-17,791,Stevens Pass,3950,47.74607,-121.09288,,30.7,33,29
1998-02-18,791,Stevens Pass,3950,47.74607,-121.09288,,30.5,33,28
1998-02-19,791,Stevens Pass,3950,47.74607,-121.09288,,31.0,36,31
1998-02-20,791,Stevens Pass,3950,47.74607,-121.09288,,31.0,35,29
1998-02-21,791,Stevens Pass,3950,47.74607,-121.09288,,32.0,35,27
1998-02-22,791,Stevens Pass,3950,47.74607,-121.09288,,32.0,35,19
1998-02-23,791,Stevens Pass,3950,47.74607,-121.09288,,32.2,38,17
1998-02-24,791,Stevens Pass,3950,47.74607,-121.09288,,32.0,36,15
1998-02-25,791,Stevens Pass,3950,47.74607,-121.09288,,32.1,31,21
1998-02-26,791,Stevens Pass,3950,47.74607,-121.09288,,32.3,36,15
1998-02-27,791,Stevens Pass,3950,47.74607,-121.09288,,32.5,36,15
1998-02-28,791,Stevens Pass,3950,47.74607,-121.09288,,32.7,28,22
1998-03-01,791,Stevens Pass,3950,47.74607,-121.09288,,33.3,31,26
1998-03-02,791,Stevens Pass,3950,47.74607,-121.09288,,34.1,38,23
1998-03-03,791,Stevens Pass,3950,47.74607,-121.09288,,34.2,35,20
1998-03-04,791,Stevens Pass,3950,47.74607,-121.09288,,34.2,33,18
1998-03-05,791,Stevens Pass,3950,47.74607,-121.09288,,34.2,35,15
1998-03-06,791,Stevens Pass,3950,47.74607,-121.09288,,34.2,35,14
1998-03-07,791,Stevens Pass,3950,47.74607,-121.09288,,34.2,39,15
1998-03-08,791,Stevens Pass,3950,47.74607,-121.09288,,34.5,38,24
1998-03-09,791,Stevens Pass,3950,47.74607,-121.09288,,34.6,33,28
1998-03-10,791,Stevens Pass,3950,47.74607,-121.09288,,35.7,35,28
1998-03-11,791,Stevens Pass,3950,47.74607,-121.09288,,36.0,45,31
1998-03-12,791,Stevens Pass,3950,47.74607,-121.09288,,36.0,46,35
1998-03-13,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,55,33
1998-03-14,791,Stevens Pass,3950,47.74607,-121.09288,,35.2,51,30
1998-03-15,791,Stevens Pass,3950,47.74607,-121.09288,,35.0,42,31
1998-03-16,791,Stevens Pass,3950,47.74607,-121.09288,,35.1,35,27
1998-03-17,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,38,24
1998-03-18,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,48,25
1998-03-19,791,Stevens Pass,3950,47.74607,-121.09288,,35.5,48,27
1998-03-20,791,Stevens Pass,3950,47.74607,-121.09288,,35.5,53,30
1998-03-21,791,Stevens Pass,3950,47.74607,-121.09288,,35.5,45,33
1998-03-22,791,Stevens Pass,3950,47.74607,-121.09288,,35.4,47,31
1998-03-23,791,Stevens Pass,3950,47.74607,-121.09288,,35.2,35,31
1998-03-24,791,Stevens Pass,3950,47.74607,-121.09288,,35.4,44,31
1998-03-25,791,Stevens Pass,3950,47.74607,-121.09288,,35.2,40,29
1998-03-26,791,Stevens Pass,3950,47.74607,-121.09288,,35.0,36,24
1998-03-27,791,Stevens Pass,3950,47.74607,-121.09288,,35.0,38,19
1998-03-28,791,Stevens Pass,3950,47.74607,-121.09288,,35.3,40,18
1998-03-29,791,Stevens Pass,3950,47.74607,-121.09288,,35.3,44,15
1998-03-30,791,Stevens Pass,3950,47.74607,-121.09288,,35.4,35,23
1998-03-31,791,Stevens Pass,3950,47.74607,-121.09288,,35.7,40,28
1998-04-01,791,Stevens Pass,3950,47.74607,-121.09288,,35.7,38,28
1998-04-02,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,41,28
1998-04-03,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,39,26
1998-04-04,791,Stevens Pass,3950,47.74607,-121.09288,,35.6,33,31
1998-04-05,791,Stevens Pass,3950,47.74607,-121.09288,,35.4,38,28
1998-04-06,791,Stevens Pass,3950,47.74607,-121.09288,,35.4,46,27
