COOP,Name,Latitude,Longitude,Elevation,ObsDate,Time,MxTmp,MnTmp,AvTmp,Precip,Snwfl,Snwdp
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-21,06:00,57,48,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-22,06:00,66,47,56,0.01,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-23,06:00,62,49,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-24,06:00,70,51,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-25,06:00,63,48,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-26,06:00,61,41,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-27,06:00,53,48,50,0.09,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-28,06:00,72,48,60,0.50,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-29,06:00,82,41,62,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-30,06:00,71,48,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-08-31,06:00,65,49,57,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-01,06:00,71,45,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-02,06:00,62,45,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-03,06:00,53,48,50,0.18,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-04,06:00,56,44,50,0.02,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-05,06:00,60,41,50,0.03,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-06,06:00,73,42,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-07,06:00,77,44,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-08,06:00,76,50,63,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-09,06:00,86,48,67,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-10,06:00,66,53,60,0.41,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-11,06:00,85,52,68,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-12,06:00,60,56,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-13,06:00,58,51,54,0.65,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-14,06:00,64,44,54,0.07,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-15,06:00,66,43,54,0.04,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-16,06:00,66,43,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-17,06:00,61,43,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-18,06:00,52,43,48,0.10,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-19,06:00,57,33,45,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-20,06:00,69,36,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-21,06:00,69,41,55,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-22,06:00,74,41,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-23,06:00,75,45,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-24,06:00,75,46,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-25,06:00,76,46,61,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-26,06:00,70,46,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-27,06:00,58,44,51,0.41,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-28,06:00,53,44,48,0.30,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-29,06:00,52,45,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-09-30,06:00,54,48,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-01,06:00,54,39,46,0.19,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-02,06:00,49,32,40,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-03,06:00,47,40,44,0.20,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-04,06:00,54,42,48,0.16,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-05,06:00,58,38,48,0.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-06,06:00,66,36,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-07,06:00,66,38,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-08,06:00,57,41,49,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-09,06:00,54,36,45,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-10,06:00,56,40,48,0.92,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-11,06:00,56,46,51,2.67,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-12,06:00,54,42,48,0.06,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-13,06:00,54,46,50,0.49,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-14,06:00,57,38,48,0.17,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-15,06:00,62,38,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-16,06:00,62,40,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-17,06:00,54,42,48,0.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-18,06:00,70,47,58,1.24,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-19,06:00,64,51,58,0.15,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-20,06:00,54,45,50,0.40,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-21,06:00,45,42,44,0.92,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-22,06:00,54,30,42,0.30,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-23,06:00,48,32,40,0.09,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-24,06:00,45,42,44,0.77,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-25,06:00,51,31,41,0.24,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-26,06:00,45,28,36,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-27,06:00,48,30,39,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-28,06:00,42,33,38,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-29,06:00,40,36,38,0.15,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-30,06:00,38,34,36,0.76,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-10-31,06:00,39,32,36,1.07,1.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-01,06:00,36,32,34,0.45,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-02,06:00,41,31,36,0.49,2.5,3
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-03,06:00,41,31,36,0.29,0.0,2
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-04,06:00,42,28,35,0.02,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-05,06:00,34,29,32,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-06,06:00,38,32,35,0.12,2.0,1
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-07,06:00,37,32,34,0.15,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-08,06:00,36,31,34,1.49,8.0,8
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-09,06:00,31,29,30,0.58,9.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-10,06:00,32,10,21,0.16,4.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-11,06:00,25,20,22,0.29,4.5,18
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-12,06:00,25,20,22,0.03,0.5,17
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-13,06:00,25,18,22,0.00,0.0,15
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-14,06:00,32,15,24,0.00,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-15,06:00,37,17,27,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-16,06:00,35,18,26,0.00,0.0,12
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-17,06:00,32,19,26,0.00,0.0,11
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-18,06:00,40,25,32,0.12,2.5,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-19,06:00,35,20,28,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-20,06:00,28,22,25,0.00,0.0,12
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-21,06:00,33,26,30,0.48,5.5,15
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-22,06:00,27,17,22,0.00,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-23,06:00,28,19,24,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-24,06:00,33,24,28,0.00,4.0,17
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-25,06:00,38,26,32,1.5,16
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-26,06:00,31,29,30,0.22,0.0,16
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-27,06:00,35,27,31,0.18,0.5,15
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-28,06:00,41,30,36,1.37,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-29,06:00,36,31,34,3.53,4.5,17
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-11-30,06:00,41,31,36,0.79,0.5,17
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-01,06:00,40,31,36,0.00,0.0,16
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-02,06:00,38,32,35,0.40,0.0,15
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-03,06:00,40,32,36,0.06,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-04,06:00,36,29,32,0.50,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-05,06:00,38,30,34,0.02,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-06,06:00,36,32,34,1.43,1.5,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-07,06:00,40,32,36,0.07,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-08,06:00,38,34,36,0.08,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-09,06:00,38,25,32,0.64,3.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-10,06:00,38,17,28,0.00,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-11,06:00,32,14,23,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-12,06:00,31,11,21,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-13,06:00,29,11,20,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-14,06:00,26,9,18,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-15,06:00,28,10,19,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-16,06:00,33,14,24,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-17,06:00,30,18,24,0.00,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-18,06:00,32,25,28,0.10,1.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-19,06:00,32,28,30,0.29,3.5,18
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-20,06:00,33,29,31,1.90,11.5,27
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-21,06:00,38,32,35,0.15,0.0,25
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-22,06:00,38,32,35,0.00,0.0,25
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-23,06:00,33,29,31,0.06,1.0,25
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-24,06:00,35,32,34,0.17,1.5,25
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-25,06:00,34,30,32,0.13,0.5,24
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-26,06:00,32,30,31,0.44,4.5,29
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-27,06:00,33,30,32,0.51,5.5,33
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-28,06:00,35,30,32,0.30,1.5,34
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-29,06:00,35,30,32,0.49,3.5,35
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-30,06:00,32,29,30,0.19,1.0,34
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1940-12-31,06:00,31,26,28,0.45,6.0,37
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-01,06:00,31,21,26,0.04,1.0,37
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-02,06:00,31,18,24,0.00,0.0,36
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-03,06:00,26,17,22,0.00,0.0,35
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-04,06:00,36,18,27,0.26,4.5,38
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-05,06:00,25,20,22,0.20,1.5,38
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-06,06:00,26,20,23,0.81,10.0,45
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-07,06:00,30,21,26,0.11,2.0,45
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-08,06:00,36,25,30,0.09,1.5,44
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-09,06:00,37,28,32,0.00,0.0,44
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-10,06:00,34,28,31,0.00,0.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-11,06:00,29,26,28,0.00,0.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-12,06:00,27,22,24,0.00,0.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-13,06:00,30,22,26,0.10,1.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-14,06:00,32,24,28,0.01,0.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-15,06:00,34,26,30,0.53,7.0,46
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-16,06:00,34,29,32,0.55,7.0,50
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-17,06:00,32,29,30,0.75,8.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-18,06:00,35,29,32,3.08,15.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-19,06:00,36,30,33,0.21,0.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-20,06:00,36,27,32,0.00,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-21,06:00,32,27,30,0.00,0.0,52
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-22,06:00,33,27,30,0.04,0.5,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-23,06:00,30,27,28,0.12,0.5,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-24,06:00,32,27,30,0.07,0.5,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-25,06:00,36,29,32,1.02,8.5,61
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-26,06:00,43,29,36,0.72,5.0,66
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-27,06:00,40,29,34,0.00,0.0,60
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-28,06:00,39,29,34,0.00,0.0,58
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-29,06:00,41,29,35,0.00,0.0,56
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-30,06:00,38,28,33,0.00,0.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-01-31,06:00,33,28,30,0.27,0.3,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-01,06:00,35,28,32,0.68,3.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-02,06:00,34,32,33,0.14,0.3,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-03,06:00,40,28,34,0.03,0.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-04,06:00,43,30,36,0.00,0.0,54
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-05,06:00,44,24,34,0.00,0.0,54
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-06,06:00,40,25,32,0.00,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-07,06:00,46,29,38,0.20,0.5,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-08,06:00,38,28,33,0.02,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-09,06:00,40,31,36,0.01,0.0,52
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-10,06:00,33,31,32,0.34,0.8,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-11,06:00,36,30,33,0.24,2.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-12,06:00,41,30,36,0.05,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-13,06:00,42,25,34,0.03,0.0,51
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-14,06:00,43,20,32,0.00,0.0,51
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-15,06:00,44,16,30,0.00,0.0,50
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-16,06:00,45,17,31,0.00,0.0,50
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-17,06:00,46,18,32,0.00,0.0,49
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-18,06:00,44,18,31,0.00,0.0,49
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-19,06:00,45,18,32,0.00,0.0,48
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-20,06:00,45,18,32,0.00,0.0,48
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-21,06:00,50,22,36,0.00,0.0,47
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-22,06:00,49,22,36,0.00,0.0,47
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-23,06:00,34,23,28,0.00,0.0,46
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-24,06:00,35,25,30,0.18,1.7,48
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-25,06:00,36,24,30,0.68,9.2,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-26,06:00,39,24,32,0.00,0.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-27,06:00,35,26,30,0.55,4.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-02-28,06:00,39,32,36,0.60,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-01,06:00,39,33,36,0.24,0.0,50
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-02,06:00,41,31,36,0.50,0.0,47
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-03,06:00,47,29,38,0.00,0.0,47
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-04,06:00,47,19,33,0.00,0.0,46
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-05,06:00,51,19,35,0.00,0.0,46
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-06,06:00,42,23,32,0.04,0.0,44
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-07,06:00,58,28,43,0.04,0.0,43
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-08,06:00,57,27,42,0.00,0.0,41
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-09,06:00,52,24,38,0.12,0.0,40
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-10,06:00,51,24,38,0.00,0.0,39
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-11,06:00,53,28,40,0.00,0.0,38
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-12,06:00,54,24,39,0.00,0.0,37
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-13,06:00,49,22,36,0.00,0.0,36
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-14,06:00,49,19,34,0.00,0.0,35
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-15,06:00,55,22,38,0.00,0.0,34
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-16,06:00,60,35,48,0.00,0.0,32
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-17,06:00,59,37,48,0.00,0.0,30
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-18,06:00,50,36,43,0.46,2.0,32
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-19,06:00,42,30,36,0.77,0.0,31
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-20,06:00,42,29,36,0.07,0.0,31
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-21,06:00,43,28,36,0.00,0.0,31
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-22,06:00,52,31,42,0.03,0.0,30
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-23,06:00,44,31,38,0.05,0.0,29
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-24,06:00,48,27,38,0.00,0.0,27
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-25,06:00,62,29,46,0.00,0.0,24
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-26,06:00,64,34,49,0.00,0.0,22
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-27,06:00,61,27,44,0.00,0.0,21
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-28,06:00,62,30,46,0.00,0.0,19
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-29,06:00,59,31,45,0.00,0.0,18
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-30,06:00,56,30,43,0.53,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-03-31,06:00,60,34,47,0.00,0.0,14
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-01,06:00,61,37,49,0.45,0.0,10
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-02,06:00,42,35,38,0.84,0.0,9
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-03,06:00,49,33,41,0.05,0.0,8
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-04,06:00,47,33,40,0.13,0.0,7
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-05,06:00,48,35,42,0.20,0.0,6
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-06,06:00,41,33,37,1.09,0.0,5
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-07,06:00,51,34,42,0.20,0.0,4
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-08,06:00,51,34,42,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-09,06:00,53,35,44,0.01,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-10,06:00,42,35,38,0.19,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-11,06:00,41,35,38,0.14,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-12,06:00,44,33,38,0.03,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-13,06:00,51,31,41,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-14,06:00,69,33,51,0.39,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-15,06:00,61,31,46,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-16,06:00,38,29,34,0.49,2.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-17,06:00,40,29,34,0.07,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-18,06:00,50,28,39,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-19,06:00,51,30,40,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-20,06:00,63,31,47,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-21,06:00,66,33,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-22,06:00,64,33,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-23,06:00,64,36,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-24,06:00,58,37,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-25,06:00,64,34,49,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-26,06:00,71,37,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-27,06:00,70,34,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-28,06:00,70,33,52,0.08,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-29,06:00,68,42,55,0.14,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1941-04-30,06:00,63,46,54,0.13,0.0,0
